"","nobs","nsim","cr1w","cr1u","sel.cri","lm","heck.noinst","heck.inst"
"2343",3000,86,0.3,0.3,0,-0.125353981409597,0.141707983825041,0.0989938154846945
"2344",8200,86,0.3,0.3,0,-0.13018401652131,0.0792559156824713,0.111428134110408
"2345",500,87,0.3,0.3,0,-0.139876197573333,0.178723156555611,0.105701039030042
"2346",1100,87,0.3,0.3,0,-0.0904489830474844,0.0823098230032011,0.068973084374349
"2347",3000,87,0.3,0.3,0,-0.132096356820962,0.0709398502148075,0.131731473379918
"2348",8200,87,0.3,0.3,0,-0.138182769222659,0.0376866225333652,0.0793469930387205
"2349",500,88,0.3,0.3,0,-0.134752936422816,-0.379042354152461,0.0665810654189121
"2350",1100,88,0.3,0.3,0,-0.147571859674002,-0.277342577899665,0.0372168522782033
"2351",3000,88,0.3,0.3,0,-0.151224809162645,0.0847531509239992,0.0690418349640736
"2352",8200,88,0.3,0.3,0,-0.125109574261651,0.1100451117997,0.100643838223875
"2353",500,89,0.3,0.3,0,-0.0964019227983424,-0.0512832047079642,0.147318741365765
"2354",1100,89,0.3,0.3,0,-0.12944620721552,-0.338665781120783,0.0344139017475156
"2355",3000,89,0.3,0.3,0,-0.159034370308485,0.0316925132591537,0.0586680265764223
"2356",8200,89,0.3,0.3,0,-0.122204870840632,0.101076064562203,0.0885313192818822
"2357",500,90,0.3,0.3,0,-0.156928818123787,0.102446309105142,0.0337615862993221
"2358",1100,90,0.3,0.3,0,-0.141566182345737,-0.0327742796432478,0.0739903929353811
"2359",3000,90,0.3,0.3,0,-0.181950339429449,-0.289746585118159,0.0565188653313131
"2360",8200,90,0.3,0.3,0,-0.10943862197771,0.0551715968210755,0.104351083102342
"2361",500,91,0.3,0.3,0,-0.13157089377803,0.037755774669292,0.0535685985933176
"2362",1100,91,0.3,0.3,0,-0.210739518475195,0.0608765361569543,0.0270881236519986
"2363",3000,91,0.3,0.3,0,-0.142331476246131,0.0267897158627903,0.0578254052710565
"2364",8200,91,0.3,0.3,0,-0.10463704771033,0.136743677397696,0.11664971612053
"2365",500,92,0.3,0.3,0,-0.116524715798054,0.0594272089163543,0.132042676993543
"2366",1100,92,0.3,0.3,0,-0.153214622962705,0.183115670956603,0.07475856370093
"2367",3000,92,0.3,0.3,0,-0.168609983612555,0.0327709736230506,0.0534848132450356
"2368",8200,92,0.3,0.3,0,-0.119303459191681,0.038580189885995,0.0810878865866183
"2369",500,93,0.3,0.3,0,-0.15263721493878,0.0382385731631478,0.0285060803370378
"2370",1100,93,0.3,0.3,0,-0.00346760146770075,0.250412419619706,0.18905756984399
"2371",3000,93,0.3,0.3,0,-0.143715519568878,0.0937250340777611,0.0685768239237123
"2372",8200,93,0.3,0.3,0,-0.13867896434497,0.0706946660375611,0.0787276529941876
"2373",500,94,0.3,0.3,0,-0.162653116472224,-0.063744639464094,0.051635752864067
"2374",1100,94,0.3,0.3,0,-0.112706783104894,0.153651311197405,0.142974289673802
"2375",3000,94,0.3,0.3,0,-0.153040364991973,-0.266634656227053,0.0638862947719172
"2376",8200,94,0.3,0.3,0,-0.0991492700490323,0.032068715136043,0.0934392699531819
"2377",500,95,0.3,0.3,0,-0.183838550836031,-0.0349243083956725,-0.0296203354354758
"2378",1100,95,0.3,0.3,0,-0.16463544729283,0.177875418377416,0.066313937622472
"2379",3000,95,0.3,0.3,0,-0.105389735465673,0.150895913283351,0.104982301159292
"2380",8200,95,0.3,0.3,0,-0.130206257753269,0.0955548887405169,0.0921456227289006
"2381",500,96,0.3,0.3,0,-0.135395557758698,0.0399181636584369,0.0317257266378927
"2382",1100,96,0.3,0.3,0,-0.198208832808766,-0.448824601266211,0.0105560492753209
"2383",3000,96,0.3,0.3,0,-0.134731894204506,0.0580087433144534,0.0721137074794882
"2384",8200,96,0.3,0.3,0,-0.132629205870118,0.0656334986908662,0.0683834612508696
"2385",500,97,0.3,0.3,0,-0.060648289767113,0.177706587682308,0.203338150474085
"2386",1100,97,0.3,0.3,0,-0.117430446610119,0.107845018229294,0.0574258334857636
"2387",3000,97,0.3,0.3,0,-0.119538121980365,-0.105042344556849,0.065927105885649
"2388",8200,97,0.3,0.3,0,-0.125136305139361,0.0305723521673658,0.0887327830946485
"2389",500,98,0.3,0.3,0,-0.155092874940268,-0.156309405931666,0.0554278491744622
"2390",1100,98,0.3,0.3,0,-0.0876352141582105,0.12857640896841,0.139385886314485
"2391",3000,98,0.3,0.3,0,-0.119734551440212,-0.167831530488008,0.0586945563186763
"2392",8200,98,0.3,0.3,0,-0.113415740379688,0.114604338408028,0.103221545588135
"2393",500,99,0.3,0.3,0,-0.176385532386555,0.0162173937742887,0.101113928595111
"2394",1100,99,0.3,0.3,0,-0.0978875690960146,0.132204077390729,0.144490963918527
"2395",3000,99,0.3,0.3,0,-0.109862440921907,0.134203099976536,0.0757024467572296
"2396",8200,99,0.3,0.3,0,-0.134090536121814,0.0738686989420756,0.0852935400424537
"2397",500,100,0.3,0.3,0,-0.0860485281944695,0.166645612039596,0.171680022417569
"2398",1100,100,0.3,0.3,0,-0.147354958262844,-0.0961394469255078,0.0819092502357479
"2399",3000,100,0.3,0.3,0,-0.100391882733049,0.107128833190214,0.126231715909971
"2400",8200,100,0.3,0.3,0,-0.149020770998376,0.0813147492992989,0.0544439684687588
"2401",500,1,0.6,0.3,0,-0.201221640357509,0.0222092795303617,-0.0495940626525453
"2402",1100,1,0.6,0.3,0,-0.151132689950916,0.157973487223744,0.12832399003257
"2403",3000,1,0.6,0.3,0,-0.189203572848947,0.0877049016584048,0.0981635233382783
"2404",8200,1,0.6,0.3,0,-0.147735234674212,0.0478022076419018,0.121071710773985
"2405",500,2,0.6,0.3,0,-0.188929388171737,-0.317695090749394,0.0586620750388682
"2406",1100,2,0.6,0.3,0,-0.203867096998513,-0.0260506646661893,0.0783056347758866
"2407",3000,2,0.6,0.3,0,-0.142314182760789,0.143645417041622,0.125295196633185
"2408",8200,2,0.6,0.3,0,-0.160778672029057,0.136624252979733,0.118112965755188
"2409",500,3,0.6,0.3,0,-0.155176954025303,0.170154137939313,0.0921348715459129
"2410",1100,3,0.6,0.3,0,-0.108706707862884,0.0594509303046211,0.125566167354433
"2411",3000,3,0.6,0.3,0,-0.13046769016714,0.168851885146816,0.151777600579568
"2412",8200,3,0.6,0.3,0,-0.160783837161873,0.0621969631503645,0.0928017512093635
"2413",500,4,0.6,0.3,0,-0.198048597117131,0.0663771283470478,0.180651300590952
"2414",1100,4,0.6,0.3,0,-0.160435452155898,0.165401669754021,0.176042961085414
"2415",3000,4,0.6,0.3,0,-0.203567669027016,0.00481021026446049,0.0469688319407382
"2416",8200,4,0.6,0.3,0,-0.166373383152885,0.0696090116393626,0.119212104720936
"2417",500,5,0.6,0.3,0,-0.217852689738486,0.210258045526659,0.163781381263692
"2418",1100,5,0.6,0.3,0,-0.150884362963209,0.126331990637975,0.127616303074662
"2419",3000,5,0.6,0.3,0,-0.187179882598109,-0.000878002546903511,0.0481806692965425
"2420",8200,5,0.6,0.3,0,-0.179988300448756,0.10881959523746,0.0896363107978513
"2421",500,6,0.6,0.3,0,-0.156781377327041,-0.283735528527357,0.193522112158236
"2422",1100,6,0.6,0.3,0,-0.13015043698889,-0.0741243779499408,0.103206794230777
"2423",3000,6,0.6,0.3,0,-0.194723689246609,0.0850635417729912,0.102179268725931
"2424",8200,6,0.6,0.3,0,-0.146942377479271,0.111901530248887,0.116267935020255
"2425",500,7,0.6,0.3,0,-0.12011088419467,-0.404680821208566,0.163059979722254
"2426",1100,7,0.6,0.3,0,-0.171749193494887,0.110596738941821,0.105583185522472
"2427",3000,7,0.6,0.3,0,-0.104721282813226,0.128239517554764,0.170274355885102
"2428",8200,7,0.6,0.3,0,-0.149587906652286,0.075193644850881,0.0984815738751976
"2429",500,8,0.6,0.3,0,-0.135481194432989,0.219473844027709,0.166878482615676
"2430",1100,8,0.6,0.3,0,-0.0300880437940184,0.237553224038163,0.202906786929977
"2431",3000,8,0.6,0.3,0,-0.136190676271701,0.0351083201678783,0.103682426812577
"2432",8200,8,0.6,0.3,0,-0.171126769618606,0.081936869541795,0.0854356240288519
"2433",500,9,0.6,0.3,0,-0.254706824558849,0.0290345662636442,0.0503454551863449
"2434",1100,9,0.6,0.3,0,-0.146050182899017,0.121552650570341,0.106404658893128
"2435",3000,9,0.6,0.3,0,-0.188965041357613,-0.010952825026544,0.0488678253716748
"2436",8200,9,0.6,0.3,0,-0.134615065875688,0.0989973530915003,0.13165248382496
"2437",500,10,0.6,0.3,0,-0.11615255136453,0.0556699648083423,0.205558272472633
"2438",1100,10,0.6,0.3,0,-0.184106149920164,0.0143610013489648,0.0677648491352871
"2439",3000,10,0.6,0.3,0,-0.163921701808139,-0.0472326315791682,0.122821675411951
"2440",8200,10,0.6,0.3,0,-0.163990371016096,0.0770502821219154,0.0956372649713215
"2441",500,11,0.6,0.3,0,-0.147219263435013,0.12581811874734,0.0573001438250837
"2442",1100,11,0.6,0.3,0,-0.153578694422617,0.0765435094313742,0.101647219442451
"2443",3000,11,0.6,0.3,0,-0.12797851850698,0.134564980803861,0.170872822860141
"2444",8200,11,0.6,0.3,0,-0.129333360607075,0.103897010996288,0.143677810403847
"2445",500,12,0.6,0.3,0,-0.110693611464905,0.109561145619178,0.0946817799333961
"2446",1100,12,0.6,0.3,0,-0.168976011183533,-0.157215527068238,0.082047899834695
"2447",3000,12,0.6,0.3,0,-0.135478676729196,0.0680700561330865,0.11848312001683
"2448",8200,12,0.6,0.3,0,-0.172229787804218,0.0308763486079295,0.0703942908943638
"2449",500,13,0.6,0.3,0,-0.143187568445483,0.0988344627314379,0.126270947606174
"2450",1100,13,0.6,0.3,0,-0.243441922015675,-0.4813400281141,-0.0258560748139126
"2451",3000,13,0.6,0.3,0,-0.177715661045762,0.138385877822657,0.112651638003728
"2452",8200,13,0.6,0.3,0,-0.139048679428646,0.168466697147993,0.144686424866826
"2453",500,14,0.6,0.3,0,-0.0213403203681262,0.219882904890893,0.242030029910414
"2454",1100,14,0.6,0.3,0,-0.159556423963749,0.114829043068675,0.103286377978557
"2455",3000,14,0.6,0.3,0,-0.182521319559786,0.0650159479635928,0.0812767203661808
"2456",8200,14,0.6,0.3,0,-0.15860969982425,0.0918722804129555,0.0990473802256562
"2457",500,15,0.6,0.3,0,-0.255592472917714,0.112584696427797,0.0405937961144993
"2458",1100,15,0.6,0.3,0,-0.137162706380747,0.061470627760561,0.108218145222865
"2459",3000,15,0.6,0.3,0,-0.146858767219509,0.0913785373693226,0.114864872112239
"2460",8200,15,0.6,0.3,0,-0.162895267693658,0.0680428818362515,0.113592648859455
"2461",500,16,0.6,0.3,0,-0.228972426603645,0.155601436714019,0.0789080875211996
"2462",1100,16,0.6,0.3,0,-0.163918967287598,-0.273311119406666,0.121318948262495
"2463",3000,16,0.6,0.3,0,-0.133292245715845,0.192623370623506,0.139651607401762
"2464",8200,16,0.6,0.3,0,-0.160424537410726,0.148875081013163,0.106833783336634
"2465",500,17,0.6,0.3,0,-0.296976411655438,-0.090986003759888,0.0691362182296129
"2466",1100,17,0.6,0.3,0,-0.137235779747632,0.0747006957037757,0.17478924925446
"2467",3000,17,0.6,0.3,0,-0.129893558904325,0.137527173367819,0.125540345303491
"2468",8200,17,0.6,0.3,0,-0.179878029715411,0.0535792452907573,0.10341343992818
"2469",500,18,0.6,0.3,0,-0.336878571314561,-0.437647762375872,-0.133115030633745
"2470",1100,18,0.6,0.3,0,-0.15985643776008,0.0366886686286627,0.144498371384402
"2471",3000,18,0.6,0.3,0,-0.174704927511806,0.0582232740599393,0.082911855188798
"2472",8200,18,0.6,0.3,0,-0.168478682415463,0.0367728114090358,0.0906624150563022
"2473",500,19,0.6,0.3,0,-0.311909382809257,-0.0634581101754738,0.0112675477781323
"2474",1100,19,0.6,0.3,0,-0.188387599060997,0.0131867384260262,0.0669804504941387
"2475",3000,19,0.6,0.3,0,-0.129848945766453,0.0377610922890281,0.148638330675878
"2476",8200,19,0.6,0.3,0,-0.174525677724434,0.0806898263631823,0.102677258089059
"2477",500,20,0.6,0.3,0,-0.161023004099482,0.125256042061412,0.173060557027366
"2478",1100,20,0.6,0.3,0,-0.115465311433282,0.171155099677614,0.161074237979157
"2479",3000,20,0.6,0.3,0,-0.204444110134136,0.0174253721924404,0.0746121621528708
"2480",8200,20,0.6,0.3,0,-0.186225080874589,-0.00191387739032545,0.060287022995575
"2481",500,21,0.6,0.3,0,-0.114110932172295,-0.0052191609204858,0.136289964615393
"2482",1100,21,0.6,0.3,0,-0.101507432744358,0.207263371869482,0.199436624211484
"2483",3000,21,0.6,0.3,0,-0.145753867313024,0.0929274851781283,0.118920251498991
"2484",8200,21,0.6,0.3,0,-0.19598759227892,0.00664433446951707,0.0664293989906497
"2485",500,22,0.6,0.3,0,-0.244314689937125,-0.0248719114471507,0.0609659380033838
"2486",1100,22,0.6,0.3,0,-0.158820501614968,0.126122078688476,0.0882138657460652
"2487",3000,22,0.6,0.3,0,-0.167968637583208,0.105575760869882,0.116867212052766
"2488",8200,22,0.6,0.3,0,-0.145685143380019,0.0869163549044119,0.112911128746972
"2489",500,23,0.6,0.3,0,-0.216956532863013,-0.373281357848508,0.100669515283357
"2490",1100,23,0.6,0.3,0,-0.0897797854242983,0.0269263068397267,0.203940861780093
"2491",3000,23,0.6,0.3,0,-0.128059258763231,0.0327240349428373,0.131470674000512
"2492",8200,23,0.6,0.3,0,-0.180570972677223,0.0784022812071001,0.0846106019854562
"2493",500,24,0.6,0.3,0,-0.0978112496236432,-0.397878236980457,0.183274829533766
"2494",1100,24,0.6,0.3,0,-0.166909065123083,0.0525193458783282,0.10638005492032
"2495",3000,24,0.6,0.3,0,-0.130992137596565,0.0672930442692528,0.134620447857199
"2496",8200,24,0.6,0.3,0,-0.200295791807618,0.039931315033537,0.0791661467422273
"2497",500,25,0.6,0.3,0,-0.00472880823682076,0.122768501735416,0.310964737194998
"2498",1100,25,0.6,0.3,0,-0.185065264962333,-0.0292894839509158,0.0681427875516181
"2499",3000,25,0.6,0.3,0,-0.212498081245472,0.0139707131471707,0.0485699208423394
"2500",8200,25,0.6,0.3,0,-0.159620450563402,0.0685473913298917,0.0965860451200002
"2501",500,26,0.6,0.3,0,-0.182517471640479,-0.373660990280863,0.0958478188101703
"2502",1100,26,0.6,0.3,0,-0.114682999906584,0.069524018799398,0.128238354298382
"2503",3000,26,0.6,0.3,0,-0.170953541704232,0.0646129652459095,0.139488949065905
"2504",8200,26,0.6,0.3,0,-0.173796969649286,0.103733058827634,0.0866385714856086
"2505",500,27,0.6,0.3,0,-0.22108055595038,-0.430682072316906,0.111840265296964
"2506",1100,27,0.6,0.3,0,-0.177075419128108,0.131465392505043,0.118505728210036
"2507",3000,27,0.6,0.3,0,-0.163956654491211,0.123802523149396,0.103208933217466
"2508",8200,27,0.6,0.3,0,-0.158568671681665,0.0957130055191031,0.101236663039131
"2509",500,28,0.6,0.3,0,-0.293947084104964,-0.644595601915603,0.00874786573134378
"2510",1100,28,0.6,0.3,0,-0.0706044546649671,0.232210120464974,0.154795673492999
"2511",3000,28,0.6,0.3,0,-0.155228413082405,0.0405534838096635,0.168059481282347
"2512",8200,28,0.6,0.3,0,-0.161453426276301,0.0630901213849118,0.103996028186848
"2513",500,29,0.6,0.3,0,-0.144666659566511,0.121134471836166,0.133183684144078
"2514",1100,29,0.6,0.3,0,-0.130518690502418,0.185447613963258,0.222483366358155
"2515",3000,29,0.6,0.3,0,-0.163354768306642,0.0881292561746112,0.163236442794944
"2516",8200,29,0.6,0.3,0,-0.144250393652905,0.0999693576769265,0.142350770670396
"2517",500,30,0.6,0.3,0,-0.23573845993953,0.139451322217804,0.0458374705386948
"2518",1100,30,0.6,0.3,0,-0.180581393090952,0.034695334426798,0.118198742039857
"2519",3000,30,0.6,0.3,0,-0.175643275838635,-0.0522045000653301,0.0596495710094809
"2520",8200,30,0.6,0.3,0,-0.162609849875865,0.0484473220515533,0.0966846126807959
"2521",500,31,0.6,0.3,0,-0.179947559311059,0.158051216269978,0.0442759178367951
"2522",1100,31,0.6,0.3,0,-0.192092769985574,0.0404595469410081,0.124744561861938
"2523",3000,31,0.6,0.3,0,-0.16082121401691,0.101023724818366,0.119122739214619
"2524",8200,31,0.6,0.3,0,-0.164715746729622,0.0657439884886646,0.126491595872367
"2525",500,32,0.6,0.3,0,-0.162017223836271,0.217517909481881,-0.00235032546915004
"2526",1100,32,0.6,0.3,0,-0.13965948219256,0.165050629194841,0.125542123803073
"2527",3000,32,0.6,0.3,0,-0.155566632028998,0.0647838474381075,0.112143093049824
"2528",8200,32,0.6,0.3,0,-0.178157227328752,0.0636903824319859,0.0999527432449503
"2529",500,33,0.6,0.3,0,-0.242304941562971,0.0563467590941773,0.0374092274004254
"2530",1100,33,0.6,0.3,0,-0.127910804028202,0.141117135454398,0.168353776134895
"2531",3000,33,0.6,0.3,0,-0.144827505830392,0.0877741604731743,0.11560281851829
"2532",8200,33,0.6,0.3,0,-0.18206232031271,0.0814382764770176,0.0886592222552032
"2533",500,34,0.6,0.3,0,-0.300515411799243,-0.112724625691885,-0.0289594436559094
"2534",1100,34,0.6,0.3,0,-0.189505788234024,0.0976187115372407,0.141609071623699
"2535",3000,34,0.6,0.3,0,-0.165775107197586,0.149183925664914,0.119210203162383
"2536",8200,34,0.6,0.3,0,-0.142655035119784,0.0721139034209641,0.132337968938554
"2537",500,35,0.6,0.3,0,-0.06871165686147,-0.0808110165435119,0.222429720393173
"2538",1100,35,0.6,0.3,0,-0.244986612526611,0.146572565890859,0.0540178738678347
"2539",3000,35,0.6,0.3,0,-0.135991008085223,0.0778214595516977,0.140756710052219
"2540",8200,35,0.6,0.3,0,-0.158750641725059,0.0649328188702425,0.123068363275445
"2541",500,36,0.6,0.3,0,-0.390627097826073,-0.198445835720168,-0.0972656346969384
"2542",1100,36,0.6,0.3,0,-0.0895967911981694,0.104539549706393,0.14407382990211
"2543",3000,36,0.6,0.3,0,-0.173366102035192,-0.383874546420044,0.123392861709516
"2544",8200,36,0.6,0.3,0,-0.158192813380731,0.097199489160984,0.102498156047765
"2545",500,37,0.6,0.3,0,-0.225284409859247,-0.189900299403088,0.0219826186779193
"2546",1100,37,0.6,0.3,0,-0.153404083278005,0.105074244522815,0.146645546305026
"2547",3000,37,0.6,0.3,0,-0.173426991715074,0.0971349096116463,0.125645342529555
"2548",8200,37,0.6,0.3,0,-0.144061184923195,0.107773138726948,0.123835249049066
"2549",500,38,0.6,0.3,0,0.0234375688183415,0.541584106099303,0.351856524913793
"2550",1100,38,0.6,0.3,0,-0.238036592411061,0.0727449040505546,0.043832948502085
"2551",3000,38,0.6,0.3,0,-0.164137999813447,0.0595520746904692,0.0698978867492392
"2552",8200,38,0.6,0.3,0,-0.151302292787954,0.0267742052717748,0.105778093832825
"2553",500,39,0.6,0.3,0,-0.155852578990467,0.194532715694133,0.109366972710707
"2554",1100,39,0.6,0.3,0,-0.105568424879119,-0.325225401591919,0.113899845767527
"2555",3000,39,0.6,0.3,0,-0.132627479546751,0.0595120707892434,0.105247048067023
"2556",8200,39,0.6,0.3,0,-0.146493768578912,0.0967197743839716,0.137574360703598
"2557",500,40,0.6,0.3,0,-0.169873153188375,0.168657313631697,0.0970614395654767
"2558",1100,40,0.6,0.3,0,-0.0668638901912648,0.15877669695963,0.157742618401688
"2559",3000,40,0.6,0.3,0,-0.135326277081345,0.183722776620472,0.150285876626827
"2560",8200,40,0.6,0.3,0,-0.173367069649432,0.0575358801742465,0.119932303850511
"2561",500,41,0.6,0.3,0,-0.238209435091486,-0.0447924255979757,0.0809835043815728
"2562",1100,41,0.6,0.3,0,-0.157910222645159,0.158298512080035,0.0956843235825873
"2563",3000,41,0.6,0.3,0,-0.157184989435158,0.107630565654181,0.0879054101054013
"2564",8200,41,0.6,0.3,0,-0.151604178908793,0.0951479948757021,0.115675272679159
"2565",500,42,0.6,0.3,0,-0.231610348913239,0.0199766639421906,0.00806500118313624
"2566",1100,42,0.6,0.3,0,-0.142109689217053,0.117176211054689,0.0873823913523601
"2567",3000,42,0.6,0.3,0,-0.160274685390616,0.0900570232868314,0.0958627150387967
"2568",8200,42,0.6,0.3,0,-0.165698770875625,0.0708190086106946,0.0874344991496936
"2569",500,43,0.6,0.3,0,-0.185622616400282,-0.285005123213981,0.200490389578178
"2570",1100,43,0.6,0.3,0,-0.186718370197726,-0.0899775747355029,0.0712459936384424
"2571",3000,43,0.6,0.3,0,-0.15137350852337,0.0596219032597725,0.0865231181726462
"2572",8200,43,0.6,0.3,0,-0.147678919482775,0.0569511906576956,0.107394870510703
"2573",500,44,0.6,0.3,0,-0.236057586170462,0.0788853060981409,0.00937659588048501
"2574",1100,44,0.6,0.3,0,-0.175877575623839,0.0597251254499911,0.124152198826692
"2575",3000,44,0.6,0.3,0,-0.164764936874926,0.17451414201977,0.128283555313927
"2576",8200,44,0.6,0.3,0,-0.187445805970923,0.0254528910471137,0.0847713330014142
"2577",500,45,0.6,0.3,0,-0.248445319230044,0.0539790870070234,0.0200630140394675
"2578",1100,45,0.6,0.3,0,-0.16115484624762,0.181255358471748,0.096961149502512
"2579",3000,45,0.6,0.3,0,-0.138747601046912,0.0996717746403719,0.135562688782664
"2580",8200,45,0.6,0.3,0,-0.145845562610959,0.110083822510198,0.146408070010177
"2581",500,46,0.6,0.3,0,-0.261647843917821,-0.369379246809735,0.0486080714101742
"2582",1100,46,0.6,0.3,0,-0.129571421813667,0.155426913989464,0.108649381171958
"2583",3000,46,0.6,0.3,0,-0.162059824448335,0.121132203699916,0.163610253972303
"2584",8200,46,0.6,0.3,0,-0.181095311249816,0.0809679313077794,0.0872419732218583
"2585",500,47,0.6,0.3,0,-0.207780606756469,-0.0766869509418684,0.0110301689962635
"2586",1100,47,0.6,0.3,0,-0.169967395449326,0.114024098641955,0.0617122988022321
"2587",3000,47,0.6,0.3,0,-0.148849664079439,0.116385553609098,0.130329460601919
"2588",8200,47,0.6,0.3,0,-0.171681035075598,0.0642578070110464,0.103293626232756
"2589",500,48,0.6,0.3,0,-0.171304250243145,0.14516563016603,0.192935804962819
"2590",1100,48,0.6,0.3,0,-0.174574651143585,0.0751162483593859,0.115548912738831
"2591",3000,48,0.6,0.3,0,-0.205687191973991,0.0950124286569238,0.106806038326447
"2592",8200,48,0.6,0.3,0,-0.161401089785065,0.0801045179015545,0.113477116554059
"2593",500,49,0.6,0.3,0,-0.0576666025075332,0.222030640924876,0.208908918163081
"2594",1100,49,0.6,0.3,0,-0.199626196494031,0.0949174626420974,0.0850026532588788
"2595",3000,49,0.6,0.3,0,-0.152482065718146,0.0941035212958865,0.127421351508978
"2596",8200,49,0.6,0.3,0,-0.190372860517067,0.00305334394776113,0.0802813748334583
"2597",500,50,0.6,0.3,0,-0.131273843087864,-0.422549151740228,0.167578670354677
"2598",1100,50,0.6,0.3,0,-0.14898422654136,0.181552639694661,0.169677423969833
"2599",3000,50,0.6,0.3,0,-0.162901131382853,0.0769439086011208,0.0990048951936726
"2600",8200,50,0.6,0.3,0,-0.169877111827353,0.0401394583587029,0.0951061288915183
"2601",500,51,0.6,0.3,0,-0.0935852683371832,0.115250646927654,0.0738948378077604
"2602",1100,51,0.6,0.3,0,-0.163400985123384,0.1431147068217,0.113642839847338
"2603",3000,51,0.6,0.3,0,-0.149270406603204,0.0696329136090779,0.112573002407608
"2604",8200,51,0.6,0.3,0,-0.144962976289335,0.129317695515845,0.128283844726876
"2605",500,52,0.6,0.3,0,-0.113777252456962,0.0770428645283232,0.160186688508329
"2606",1100,52,0.6,0.3,0,-0.151622767664835,-0.0977921742723159,0.0938655704373765
"2607",3000,52,0.6,0.3,0,-0.161495456488331,0.102962904744127,0.11936001011752
"2608",8200,52,0.6,0.3,0,-0.153368914665386,0.135112722335484,0.109502481902929
"2609",500,53,0.6,0.3,0,-0.172743170614649,0.180116492716852,0.146272535739139
"2610",1100,53,0.6,0.3,0,-0.192507016986013,0.137681310153227,0.0489166402982628
"2611",3000,53,0.6,0.3,0,-0.18653186581962,0.097347922835384,0.0927468110990577
"2612",8200,53,0.6,0.3,0,-0.132629463960178,0.159775408041077,0.138616574352
"2613",500,54,0.6,0.3,0,-0.194906149079926,-0.431560604169562,0.0572410138280195
"2614",1100,54,0.6,0.3,0,-0.264739958909116,-0.392813302480921,-0.065539227176251
"2615",3000,54,0.6,0.3,0,-0.16086664661059,0.0784329147968315,0.115831995824795
"2616",8200,54,0.6,0.3,0,-0.201223434489635,0.0311793369428628,0.0561388107924596
"2617",500,55,0.6,0.3,0,-0.217926357082386,-0.177366307930771,0.0258492711728391
"2618",1100,55,0.6,0.3,0,-0.19255677419275,0.070751195027734,0.0462614834853854
"2619",3000,55,0.6,0.3,0,-0.188263264960797,0.116103421463121,0.0807595219747144
"2620",8200,55,0.6,0.3,0,-0.15558791470146,0.0785682692914027,0.101442401736312
"2621",500,56,0.6,0.3,0,-0.152210143618283,0.193250298608901,0.180359227359596
"2622",1100,56,0.6,0.3,0,-0.193261343672314,-0.327430053921736,0.0388116269159009
"2623",3000,56,0.6,0.3,0,-0.182072958577985,0.0910373767759722,0.0456947500045202
"2624",8200,56,0.6,0.3,0,-0.1459112898953,0.105863638895068,0.122991864098623
"2625",500,57,0.6,0.3,0,-0.197152743812355,0.0635787477562932,0.0992657320981007
"2626",1100,57,0.6,0.3,0,-0.227057264705654,-0.191334344540373,0.0578061661561822
"2627",3000,57,0.6,0.3,0,-0.158253062571345,0.052041075653515,0.101909906324318
"2628",8200,57,0.6,0.3,0,-0.15911729431969,0.129120000071808,0.128484566821713
"2629",500,58,0.6,0.3,0,-0.112523252925522,0.0649828072678431,0.164453085910765
"2630",1100,58,0.6,0.3,0,-0.0989614137335761,0.0343056150570251,0.148461187758001
"2631",3000,58,0.6,0.3,0,-0.180529046656681,0.0687589070685364,0.0995990812707377
"2632",8200,58,0.6,0.3,0,-0.158989836954179,0.0442913187745408,0.0958257150793267
"2633",500,59,0.6,0.3,0,-0.131802236213878,0.103978239205663,0.160109598253432
"2634",1100,59,0.6,0.3,0,-0.155745826130371,0.0398478705962582,0.115136519191739
"2635",3000,59,0.6,0.3,0,-0.139823179242153,0.0566360675504229,0.0938015738965801
"2636",8200,59,0.6,0.3,0,-0.175718438815774,0.0286906520054222,0.0942324397199983
"2637",500,60,0.6,0.3,0,-0.00343602806424237,0.0607063253809954,0.241951958084374
"2638",1100,60,0.6,0.3,0,-0.10508213715128,0.130251780267707,0.190006723673645
"2639",3000,60,0.6,0.3,0,-0.155568861911786,0.0687065108357341,0.133866577383588
"2640",8200,60,0.6,0.3,0,-0.144332976763084,0.0550502122932863,0.134418631313616
"2641",500,61,0.6,0.3,0,-0.255091026618527,0.0523409323929434,0.086101890341697
"2642",1100,61,0.6,0.3,0,-0.143923756518293,0.109420916116757,0.121175696784883
"2643",3000,61,0.6,0.3,0,-0.149964132096581,0.0928479111796068,0.118734322492342
"2644",8200,61,0.6,0.3,0,-0.130168313333568,0.121464918721952,0.12832250150455
"2645",500,62,0.6,0.3,0,-0.134493053577131,0.109455451308223,0.148382999757354
"2646",1100,62,0.6,0.3,0,-0.155719200494296,0.248884140412862,0.110302894088509
"2647",3000,62,0.6,0.3,0,-0.139344355960405,0.123688561886331,0.141452740146034
"2648",8200,62,0.6,0.3,0,-0.112880989304286,0.120873345785411,0.149016149398351
"2649",500,63,0.6,0.3,0,-0.160170914795471,0.0645381616206031,0.0774092196792955
"2650",1100,63,0.6,0.3,0,-0.259525891685061,0.0238013671089636,0.0424216648672804
"2651",3000,63,0.6,0.3,0,-0.151355922560614,0.0953426406319708,0.128163546977337
"2652",8200,63,0.6,0.3,0,-0.13531988222434,0.116570253775869,0.133319507141602
